MD Measured Depth (ft),TVD True Vertical Depth(ft),EWOFFSET,NSOFFSET,DIP,AZM,Back Pressure Pump (psi),Equivilant Circulating Pressure (mud psi),ROP (ft/hr),Time (days),ROP (m/sec),equivilant_length (m),K (ft/day),K (m/sec),kin viscosity (kg/(m*s),densityOil (kg/m3),dyn viscosity (m2/sec),Permeability_k (m2),Permeability_k (Millidarcy),Pressure (formation psi),Pressure (formation bar),Delta Pressure (psi),Dept Pressure (fresh water head ft),Flow Rate Incremental (ft3/day),Cumulative Flow Rate (ft3/day),Cumulative Flow Rate (bbl/day),"Over, Under, Normal Pressure Flag",Volume Change (ft3),Volume change (bbl),Cumulative change in pit volume (bbl),Rate of pit volume change bbl/hr,Cumulative Change of pit (bbl)
10345,10343.67,7.07,13.6,0.5,7.59,,5171.835,20.833333333333332,28.645833333333353,0.0017638888888888888,0.04833874243861221,0.04833874243861221,1.7052834138065975e-07,0.042,800,5.25e-05,1.14115650126249e-15,1.1562768249042332,4654.6515,320.9270497614,-517.1835000000001,-223.94045550000004,-3.608333333333334,-5803.747975,-1044.6746355,Normal,-3.1322337962963025,-0.5578758969907418,-897.3037711209213,-0.6426730333333334,-1033.051271297966
10385,10383.67,7.13,13.94,0.49,11.77,,5191.835,20.833333333333332,29.51388888888891,0.0017638888888888888,0.04815253181197014,0.04815253181197014,1.698714316700058e-07,0.042,800,5.25e-05,1.1367605352841318e-15,1.1518226123766615,4672.6515,322.1681065614,-519.1835000000001,-224.80645550000003,-3.608333333333334,-5807.356308333334,-1045.3241355,Normal,-3.1322337962963025,-0.5578758969907418,-897.861647017912,-0.6426730333333334,-1033.6939443312992
10416,10414.67,7.12,13.93,0.52,194.37,,5207.335,20.833333333333332,30.381944444444468,0.0017638888888888888,0.04800920240391678,0.04800920240391678,1.6936579736937308e-07,0.042,800,5.25e-05,1.1333768873534906e-15,1.1483941311109394,4686.6015,323.12992558139996,-520.7335000000003,-225.47760550000012,-3.608333333333335,-5810.964641666667,-1045.9736355,Normal,-3.1322337962963034,-0.5578758969907419,-898.4195229149027,-0.6426730333333335,-1034.3366173646325
10447,10445.65,7.0,12.82,3.63,184.53,,5222.825,20.833333333333332,31.250000000000025,0.0017638888888888888,0.04786681537290643,0.04786681537290643,1.68863487565531e-07,0.042,800,5.25e-05,1.1300154865818576e-15,1.1449881917790823,4700.5425,324.09112407299995,-522.2825000000003,-226.14832250000012,-3.6083333333333356,-5814.572975000001,-1046.6231355000002,Normal,-3.132233796296304,-0.557875896990742,-898.9773988118934,-0.6426730333333337,-1034.9792903979658
10478,10476.51,6.86,9.97,6.92,181.99,,5238.255,20.833333333333332,32.11805555555558,0.0017638888888888888,0.047725817089851484,0.047725817089851484,1.6836607695586498e-07,0.042,800,5.25e-05,1.1266868706672148e-15,1.1416154717035703,4714.4295,325.0485993942,-523.8254999999999,-226.81644149999997,-3.6083333333333325,-5818.1813083333345,-1047.2726355000002,Normal,-3.1322337962962883,-0.5578758969907393,-899.5352747088841,-0.642673033333333,-1035.621963431299
10509,10507.14,6.64,5.22,10.73,183.22,,5253.57,20.833333333333332,32.986111111111136,0.0017638888888888888,0.04758668867075151,0.04758668867075151,1.678752628107067e-07,0.042,800,5.25e-05,1.1234023975519294e-15,1.1382874793195072,4728.213,325.9989386388,-525.357,-227.479581,-3.6083333333333334,-5821.789641666668,-1047.9221355000002,Normal,-3.132233796296302,-0.5578758969907417,-900.0931506058748,-0.6426730333333333,-1036.2646364646323
10541,10538.38,6.08,-1.68,14.28,185.59,,5269.19,20.833333333333332,33.85416666666669,0.0017638888888888888,0.04744562257197026,0.04744562257197026,1.6737761296222842e-07,0.042,800,5.25e-05,1.120072180678034e-15,1.1349131370720327,4742.271,326.96820399959995,-526.9189999999999,-228.15592699999993,-3.6083333333333325,-5825.397975000002,-1048.5716355000002,Normal,-3.132233796296301,-0.5578758969907416,-900.6510265028655,-0.6426730333333331,-1036.9073094979656
10572,10568.21,5.45,-10.06,17.2,183.32,,5284.105,20.833333333333332,34.72222222222225,0.0017638888888888888,0.04731170179245114,0.04731170179245114,1.6690517021225818e-07,0.042,800,5.25e-05,1.1169106468752777e-15,1.13170971294639,4755.6945,327.89372210819994,-528.4105,-228.80174649999998,-3.6083333333333334,-5829.006308333335,-1049.2211355000004,Normal,-3.132233796296302,-0.5578758969907417,-901.2089023998562,-0.6426730333333333,-1037.5499825312988
10604,10598.46,5.06,-20.47,20.79,181.15,,5299.23,20.833333333333332,35.59027777777781,0.0017638888888888888,0.04717666528910804,0.04717666528910804,1.664287914365756e-07,0.042,800,5.25e-05,1.1137227736306765e-15,1.1284796003812978,4769.307,328.83227131319995,-529.9229999999998,-229.4566589999999,-3.608333333333332,-5832.614641666669,-1049.8706355000004,Normal,-3.1322337962963007,-0.5578758969907415,-901.766778296847,-0.642673033333333,-1038.192655564632
10634,10626.12,5.04,-32.06,24.71,179.19,,5313.06,20.833333333333332,36.458333333333364,0.0017638888888888888,0.04705386349862414,0.04705386349862414,1.6599557400903518e-07,0.042,800,5.25e-05,1.1108237312785645e-15,1.1255421457180201,4781.754000000001,329.69046209040005,-531.3059999999996,-230.05549799999983,-3.6083333333333303,-5836.222975000002,-1050.5201355000004,Normal,-3.1322337962962994,-0.5578758969907412,-902.3246541938377,-0.6426730333333327,-1038.8353285979654
10665,10653.91,5.28,-45.81,27.94,178.86,,5326.955,20.833333333333332,37.32638888888892,0.0017638888888888888,0.046931126694331,0.046931126694331,1.6556258583833436e-07,0.042,800,5.25e-05,1.1079262230874654e-15,1.122606245543389,7457.736999999999,514.1930675811999,2130.7819999999992,922.6286059999996,14.433333333333326,-5821.789641666669,-1047.9221355000004,Over,12.528935185185203,2.231503587962966,-900.0931506058747,2.570692133333332,-1036.264636464632
10695,10679.95,5.71,-60.67,31.51,177.88,,5339.975,20.833333333333332,38.19444444444448,0.0017638888888888888,0.046816698580049526,0.046816698580049526,1.6515890887961917e-07,0.042,800,5.25e-05,1.1052248622337911e-15,1.1198690916584035,7475.965,515.4498444339999,2135.99,924.8836699999999,14.433333333333332,-5807.356308333336,-1045.3241355000005,Over,12.528935185185206,2.2315035879629668,-897.8616470179118,2.570692133333333,-1033.6939443312988
10726,10706.0,6.0,-77.47,34.15,180.05,,5353.0,20.833333333333332,39.062500000000036,0.0017638888888888888,0.04670278348589576,0.04670278348589576,1.6475704174191003e-07,0.042,800,5.25e-05,1.102535612498952e-15,1.1171442093645776,7494.2,516.70710392,2141.2,927.1395999999999,14.433333333333332,-5792.922975000002,-1042.7261355000003,Over,12.528935185185206,2.2315035879629668,-895.6301434299488,2.570692133333333,-1031.1232521979655
10758,10732.11,5.65,-95.97,36.48,182.04,,5366.055,20.833333333333332,39.93055555555559,0.0017638888888888888,0.04658916093852933,0.04658916093852933,1.6435620664425628e-07,0.042,800,5.25e-05,1.0998532690602112e-15,1.1144263248752735,7512.477,517.9672592052,2146.4219999999996,929.4007259999998,14.433333333333332,-5778.489641666669,-1040.1281355000003,Over,12.528935185185206,2.2315035879629668,-893.3986398419859,2.570692133333333,-1028.5525600646322
10789,10756.47,4.76,-115.11,39.92,183.22,,5378.235,20.833333333333332,40.79861111111115,0.0017638888888888888,0.04648365123502413,0.04648365123502413,1.6398399185689068e-07,0.042,800,5.25e-05,1.09736244952236e-15,1.1119025019785458,7529.528999999999,519.1429536803998,2151.293999999999,931.5103019999996,14.433333333333328,-5764.056308333335,-1037.5301355000004,Over,12.528935185185203,2.231503587962966,-891.1671362540229,2.570692133333332,-1025.981867931299
10820,10779.7,3.57,-135.6,42.98,183.44,,5389.85,20.833333333333332,41.66666666666671,0.0017638888888888888,0.04638348005974192,0.04638348005974192,1.636306102107562e-07,0.042,800,5.25e-05,1.0949976592496801e-15,1.109506378234753,7545.79,520.2641106039999,2155.9399999999996,933.5220199999998,14.433333333333328,-5749.622975000002,-1034.9321355000004,Over,12.528935185185203,2.231503587962966,-888.93563266606,2.570692133333332,-1023.4111757979656
10851,10801.82,2.44,-157.29,46.0,182.54,,5400.91,20.833333333333332,42.534722222222264,0.0017638888888888888,0.04628849582755499,0.04628849582755499,1.632955269472079e-07,0.042,800,5.25e-05,1.0927553196974011e-15,1.1072343276834062,7561.273999999999,521.3316952424,2160.3639999999996,935.4376119999998,14.433333333333332,-5735.189641666669,-1032.3341355000002,Over,12.528935185185206,2.2315035879629668,-886.704129078097,2.570692133333333,-1020.8404836646323
10882,10822.73,1.59,-180.15,49.15,181.73,,5411.365,20.833333333333332,43.40277777777782,0.0017638888888888888,0.04619906437654825,0.04619906437654825,1.6298003266171186e-07,0.042,800,5.25e-05,1.0906440673853804e-15,1.1050951012782513,7575.910999999999,522.3408812636,2164.5459999999994,937.2484179999997,14.433333333333328,-5720.756308333335,-1029.7361355000003,Over,12.528935185185203,2.231503587962966,-884.4726254901341,2.570692133333332,-1018.269791531299
10913,10842.31,0.76,-204.16,52.47,182.24,,5421.155,20.833333333333332,44.27083333333338,0.0017638888888888888,0.04611563403001759,0.04611563403001759,1.6268570893922873e-07,0.042,800,5.25e-05,1.0886744861024802e-15,1.1030994230433524,7589.616999999999,523.2858770692,2168.4619999999995,938.9440459999998,14.433333333333332,-5706.322975000002,-1027.1381355000003,Over,12.528935185185206,2.2315035879629668,-882.2411219021711,2.570692133333333,-1015.6990993979657
10945,10861.13,-0.13,-230.02,55.48,181.71,,5430.565,20.833333333333332,45.138888888888935,0.0017638888888888888,0.04603572556446705,0.04603572556446705,1.624038096302032e-07,0.042,800,5.25e-05,1.0867880475985262e-15,1.1011879892292211,7602.790999999999,524.1941927516,2172.2259999999997,940.5738579999999,14.433333333333332,-5691.8896416666685,-1024.5401355000004,Over,12.528935185185206,2.2315035879629668,-880.0096183142082,2.570692133333333,-1013.1284072646324
10976,10878.0,-0.83,-256.02,58.59,181.39,,5439.0,20.833333333333332,46.00694444444449,0.0017638888888888888,0.045964331678617396,0.045964331678617396,1.6215194786623357e-07,0.042,800,5.25e-05,1.0851026169712979e-15,1.0994802266461818,7614.599999999999,525.0083949599999,2175.5999999999995,942.0347999999998,14.433333333333332,-5677.456308333335,-1021.9421355000003,Over,12.528935185185206,2.2315035879629668,-877.7781147262452,2.570692133333333,-1010.5577151312991
11006,10892.93,-1.38,-282.03,61.7,181.03,,5446.465,20.833333333333332,46.87500000000005,0.0017638888888888888,0.04590133233207227,0.04590133233207227,1.6192970017147715e-07,0.042,800,5.25e-05,1.0836153603680347e-15,1.0979732638929254,7625.0509999999995,525.7289663275999,2178.5859999999993,943.3277379999997,14.433333333333328,-5663.022975000002,-1019.3441355000002,Over,12.528935185185203,2.231503587962966,-875.5466111382823,2.570692133333332,-1007.9870229979658
11037,10906.81,-1.94,-309.74,65.1,181.26,,5453.405,20.833333333333332,47.74305555555561,0.0017638888888888888,0.04584291832350614,0.04584291832350614,1.6172362853014665e-07,0.042,800,5.25e-05,1.0822363520968807e-15,1.0965759837621787,7634.766999999999,526.3988612091999,2181.361999999999,944.5297459999996,14.433333333333326,-5648.589641666668,-1016.7461355000003,Over,12.528935185185203,2.231503587962966,-873.3151075503193,2.570692133333332,-1005.4163308646325
11068,10918.89,-2.72,-338.27,69.01,181.87,,5459.445,20.833333333333332,48.611111111111164,0.0017638888888888888,0.04579220048924387,0.04579220048924387,1.615447072814992e-07,0.042,800,5.25e-05,1.0810390312031514e-15,1.0953627983666074,7643.222999999999,526.9818821147999,2183.7779999999993,945.5758739999997,14.433333333333328,-5634.156308333335,-1014.1481355000002,Over,12.528935185185203,2.231503587962966,-871.0836039623564,2.570692133333332,-1002.8456387312992
11100,10929.44,-3.59,-368.46,72.49,181.43,,5464.72,20.833333333333332,49.47916666666672,0.0017638888888888888,0.04574799806760456,0.04574799806760456,1.6138877096071607e-07,0.042,800,5.25e-05,1.0799955228642802e-15,1.0943054635422462,7650.608,527.4910601408,2185.888,946.489504,14.433333333333334,-5619.7229750000015,-1011.5501355000002,Over,12.528935185185208,2.2315035879629668,-868.8521003743934,2.570692133333333,-1000.2749465979659
11130,10937.88,-4.45,-397.23,74.81,182.01,,5468.94,20.833333333333332,50.34722222222228,0.0017638888888888888,0.045712697524566005,0.045712697524566005,1.6126423848944118e-07,0.042,800,5.25e-05,1.0791621655580222e-15,1.0934610642516802,7656.515999999999,527.8984025615999,2187.575999999999,947.2204079999996,14.433333333333326,-5605.289641666668,-1008.9521355000002,Over,12.528935185185203,2.231503587962966,-866.6205967864305,2.570692133333332,-997.7042544646326
11161,10945.29,-5.5,-427.32,77.56,181.99,,5472.645,20.833333333333332,51.215277777777835,0.0017638888888888888,1.0,1.0,3.527777777777778e-06,0.042,800,5.25e-05,2.3607492534827562e-14,23.92029181091434,7661.703,528.2560337628,2189.058,947.862114,315.954038,-5289.335603666668,-952.0804086600002,Over,274.26565798611165,48.84890781259037,-817.7716889738401,56.273941800104005,-941.4303126645286
11192,10951.35,-6.79,-457.69,79.89,182.88,,5475.675,20.833333333333332,52.08333333333339,0.0017638888888888888,1.0,1.0,3.527777777777778e-06,0.042,800,5.25e-05,2.3607492534827562e-14,23.92029181091434,7665.945,528.548509482,2190.2699999999995,948.3869099999998,316.1289699999999,-4973.2066336666685,-895.1771940600003,Over,274.417508680556,48.87595363607647,-768.8957353377637,56.30509858875999,-885.1252140757687
11224,10956.41,-8.46,-489.24,81.89,183.16,,5478.205,20.833333333333332,52.95138888888895,0.0017638888888888888,1.0,1.0,3.527777777777778e-06,0.042,800,5.25e-05,2.3607492534827562e-14,23.92029181091434,7669.486999999999,528.7927218811999,2191.2819999999992,948.8251059999997,316.2750353333332,-4656.931598333335,-838.2476877000004,Over,274.54430150463,48.898536452386644,-719.997198885377,56.33111399314931,-828.7941000826194
11255,10960.46,-10.14,-519.93,83.11,183.12,,5480.23,20.833333333333332,53.81944444444451,0.0017638888888888888,1.0,1.0,3.527777777777778e-06,0.042,800,5.25e-05,2.3607492534827562e-14,23.92029181091434,7672.321999999999,528.9881883272,2192.0919999999996,949.1758359999999,316.3919453333333,-4340.539653000002,-781.2971375400002,Over,274.6457858796301,48.91661163144916,-671.0805872539278,56.35193659942933,-772.44216348319
11286,10963.69,-11.78,-550.71,84.93,182.99,,5481.845,20.833333333333332,54.687500000000064,0.0017638888888888888,1.0,1.0,3.527777777777778e-06,0.042,800,5.25e-05,2.3607492534827562e-14,23.92029181091434,7674.583,529.1440788507999,2192.7379999999994,949.4555539999997,316.48518466666656,-4024.054468333335,-724.3298043000003,Over,274.7267228009263,48.931027144627386,-622.1495601093004,56.368543270610644,-716.0736202125794
11317,10966.03,-13.08,-581.6,86.39,181.81,,5483.015,20.833333333333332,55.55555555555562,0.0017638888888888888,0.04559535219217894,0.04559535219217894,1.6085027023352014e-07,0.042,800,5.25e-05,1.0763919364996977e-15,1.090654129658333,7676.221,529.2570150196,2193.205999999999,949.6581979999996,14.433333333333328,-4009.6211350000017,-721.7318043000002,Over,12.528935185185203,2.231503587962966,-619.9180565213375,2.570692133333332,-713.5029280792461
11348,10967.42,-14.04,-612.55,88.49,181.75,,5483.71,20.833333333333332,56.42361111111118,0.0017638888888888888,0.04558957348218633,0.04558957348218633,1.6082988422882399e-07,0.042,800,5.25e-05,1.0762555156466862e-15,1.090515901229019,7677.1939999999995,529.3241010344,2193.4839999999995,949.7785719999997,14.433333333333328,-3995.1878016666683,-719.1338043000003,Over,12.528935185185203,2.231503587962966,-617.6865529333745,2.570692133333332,-710.9322359459128
11365,10967.68,-14.47,-629.54,89.75,181.18,,5483.84,20.833333333333332,57.291666666666735,0.0017638888888888888,0.0455884927350178,0.0455884927350178,1.6082607159297942e-07,0.042,800,5.25e-05,1.0762300019159729e-15,1.0904900494413738,7677.375999999999,529.3366494976,2193.535999999999,949.8010879999996,14.433333333333326,-3980.754468333335,-716.5358043000002,Over,12.528935185185203,2.231503587962966,-615.4550493454116,2.570692133333332,-708.3615438125795
11386,10967.57,-14.98,-650.53,90.86,181.58,,5483.785,20.833333333333332,58.15972222222229,0.0017638888888888888,0.045588949967950966,0.045588949967950966,1.6082768460916035e-07,0.042,800,5.25e-05,1.0762407960390296e-15,1.090500986586561,7677.298999999999,529.3313405324,2193.513999999999,949.7915619999997,14.433333333333328,-3966.3211350000015,-713.9378043000003,Over,12.528935185185203,2.231503587962966,-613.2235457574486,2.570692133333332,-705.7908516792462
11447,10967.13,-16.73,-711.51,89.97,181.7,,5483.565,20.833333333333332,59.02777777777785,0.0017638888888888888,0.04559077899140432,0.04559077899140432,1.608341369974541e-07,0.042,800,5.25e-05,1.0762839746965503e-15,1.090544737361294,7676.990999999999,529.3101046715999,2193.4259999999995,949.7534579999998,14.43333333333333,-3951.887801666668,-711.3398043000002,Over,12.528935185185205,2.2315035879629663,-610.9920421694857,2.5706921333333326,-703.2201595459129
11478,10967.31,-17.56,-742.49,89.35,181.39,,5483.655,20.833333333333332,59.89583333333341,0.0017638888888888888,0.04559003073679872,0.04559003073679872,1.608314973214844e-07,0.042,800,5.25e-05,1.0762663102815349e-15,1.0905268388927796,7677.116999999999,529.3187920692,2193.4619999999995,949.7690459999998,14.43333333333333,-3937.4544683333347,-708.7418043000002,Over,12.528935185185205,2.2315035879629663,-608.7605385815227,2.5706921333333326,-700.6494674125796
11509,10967.76,-18.34,-773.48,88.98,181.49,,5483.88,20.833333333333332,60.763888888888964,0.0017638888888888888,0.04558816020773613,0.04558816020773613,1.608248985106247e-07,0.042,800,5.25e-05,1.0762221517806535e-15,1.0904820952917613,7677.432,529.3405105631999,2193.5519999999997,949.8080159999998,14.43333333333333,-3923.0211350000013,-706.1438043000002,Over,12.528935185185205,2.2315035879629663,-606.5290349935598,2.5706921333333326,-698.0787752792463
11570,10968.68,-20.14,-834.45,89.29,181.89,,5484.34,20.833333333333332,61.63194444444452,0.0017638888888888888,0.04558433649263175,0.04558433649263175,1.6081140929345088e-07,0.042,800,5.25e-05,1.0761318834548714e-15,1.0903906309106628,7678.076,529.3849128176,2193.736,949.8876879999999,14.433333333333332,-3908.587801666668,-703.5458043000002,Over,12.528935185185206,2.2315035879629668,-604.2975314055968,2.570692133333333,-695.508083145913
11631,10970.26,-21.89,-895.4,87.75,181.4,,5485.13,20.833333333333332,62.50000000000008,0.0017638888888888888,0.045577771174065154,0.045577771174065154,1.6078824830850763e-07,0.042,800,5.25e-05,1.0759768927458218e-15,1.0902335865747181,7679.182,529.4611688632,2194.0519999999997,950.0245159999998,14.433333333333332,-3894.1544683333345,-700.9478043000001,Over,12.528935185185206,2.2315035879629668,-602.0660278176339,2.570692133333333,-692.9373910125797
11692,10972.59,-23.26,-956.34,87.87,181.18,,5486.295,20.833333333333332,63.368055555555635,0.0017638888888888888,0.0455680928568369,0.0455680928568369,1.607541053560635e-07,0.042,800,5.25e-05,1.0757484119441062e-15,1.0900020784023798,7680.812999999999,529.5736223987999,2194.517999999999,950.2262939999996,14.433333333333326,-3879.721135000001,-698.3498043000002,Over,12.528935185185203,2.231503587962966,-599.8345242296709,2.570692133333332,-690.3666988792464
11787,10976.16,-25.04,-1051.26,87.82,180.96,,5488.08,20.833333333333332,64.23611111111119,0.0017638888888888888,0.045553271818195074,0.045553271818195074,1.607018200252993e-07,0.042,800,5.25e-05,1.0753985243850109e-15,1.0896475548331266,7683.311999999999,529.7459224511999,2195.231999999999,950.5354559999996,14.433333333333328,-3865.2878016666677,-695.7518043000001,Over,12.528935185185102,2.231503587962948,-597.603020641708,2.5706921333333326,-687.7960067459131
11881,10980.45,-25.84,-1145.15,86.95,180.02,,5490.225,20.833333333333332,65.10416666666674,0.0017638888888888888,0.04553547441134015,0.04553547441134015,1.606390347288944e-07,0.042,800,5.25e-05,1.0749783722355437e-15,1.0892218356676788,7686.315,529.952972094,2196.0899999999992,950.9069699999997,14.433333333333326,-3850.8544683333344,-693.1538043000002,Over,12.528935185185203,2.231503587962966,-595.371517053745,2.570692133333332,-685.2253146125798
11976,10984.72,-26.93,-1240.05,87.9,181.3,,5492.36,20.833333333333332,65.9722222222223,0.0017638888888888888,0.045517773780305734,0.045517773780305734,1.6057659083607855e-07,0.042,800,5.25e-05,1.0745605047205373e-15,1.0887984314080987,7689.303999999999,530.1590564704,2196.9439999999995,951.2767519999998,14.43333333333333,-3836.421135000001,-690.5558043000001,Over,12.528935185185205,2.2315035879629663,-593.1400134657821,2.5706921333333326,-682.6546224792465
12072,10987.64,-28.15,-1335.99,88.61,180.16,,5493.82,20.833333333333332,66.84027777777786,0.0017638888888888888,0.04550567728829849,0.04550567728829849,1.6053391710038634e-07,0.042,800,5.25e-05,1.0742749368757786e-15,1.0885090797893968,7691.347999999999,530.2999853647999,2197.5279999999993,951.5296239999997,14.433333333333328,-3821.9878016666676,-687.9578043000001,Over,12.528935185185203,2.231503587962966,-590.9085098778191,2.570692133333332,-680.0839303459132
12166,10988.93,-27.39,-1429.98,89.82,178.91,,5494.465,20.833333333333332,67.70833333333341,0.0017638888888888888,0.045500335337471436,0.045500335337471436,1.6051507188496867e-07,0.042,800,5.25e-05,1.0741488268115074e-15,1.088381298766774,7692.250999999999,530.3622450475999,2197.785999999999,951.6413379999997,14.433333333333326,-3807.554468333334,-685.3598043000002,Over,12.528935185185203,2.231503587962966,-588.6770062898562,2.570692133333332,-677.51323821258
12261,10989.23,-25.16,-1524.95,89.82,178.4,,5494.615,20.833333333333332,68.57638888888897,0.0017638888888888888,0.045499093203072466,0.045499093203072466,1.6051068991083897e-07,0.042,800,5.25e-05,1.0741195031329566e-15,1.0883515865494826,7692.460999999999,530.3767240435999,2197.8459999999995,951.6673179999998,14.433333333333332,-3793.121135000001,-682.7618043000001,Over,12.528935185185206,2.2315035879629668,-586.4455027018932,2.570692133333333,-674.9425460792467
12356,10990.25,-21.23,-1619.86,88.95,176.86,,5495.125,20.833333333333332,69.44444444444453,0.0017638888888888888,0.04549487045335638,0.04549487045335638,1.6049579298822945e-07,0.042,800,5.25e-05,1.0740198146005574e-15,1.088250577144029,7693.174999999999,530.42595263,2198.0499999999993,951.7556499999997,14.433333333333328,-3778.6878016666674,-680.1638043000002,Over,12.528935185185203,2.231503587962966,-584.2139991139303,2.570692133333332,-672.3718539459134
12451,10991.94,-17.7,-1714.77,89.01,178.88,,5495.97,20.833333333333332,70.31250000000009,0.0017638888888888888,0.04548787566162115,0.04548787566162115,1.6047111691738574e-07,0.042,800,5.25e-05,1.0738546851068858e-15,1.0880832596845662,7694.358,530.5075176408,2198.388,951.9020039999999,14.433333333333332,-3764.254468333334,-677.5658043000001,Over,12.528935185185206,2.2315035879629668,-581.9824955259674,2.570692133333333,-669.8011618125801
12546,10993.27,-15.42,-1809.74,89.38,178.36,,5496.635,20.833333333333332,71.18055555555564,0.0017638888888888888,0.04548237239693012,0.04548237239693012,1.604517026225035e-07,0.042,800,5.25e-05,1.073724766826775e-15,1.087951619987244,7695.289,530.5717078563999,2198.6539999999995,952.0171819999998,14.433333333333332,-3749.8211350000006,-674.9678043000001,Over,12.528935185185206,2.2315035879629668,-579.7509919380044,2.570692133333333,-667.2304696792468
12641,10993.79,-12.71,-1904.7,90.0,178.37,,5496.895,20.833333333333332,72.0486111111112,0.0017638888888888888,0.045480221106642925,0.045480221106642925,1.6044411334843475e-07,0.042,800,5.25e-05,1.0736739802573795e-15,1.087900160495804,7695.653,530.5968047828,2198.758,952.0622139999999,14.43333333333333,-3735.387801666667,-672.3698043,Over,12.528935185185205,2.2315035879629663,-577.5194883500415,2.5706921333333326,-664.6597775459135
12736,10994.02,-9.23,-1999.63,89.72,177.44,,5497.01,20.833333333333332,72.91666666666676,0.0017638888888888888,0.04547926963931301,0.04547926963931301,1.6044075678313198e-07,0.042,800,5.25e-05,1.0736515184994914e-15,1.087877401119624,7695.813999999999,530.6079053463999,2198.803999999999,952.0821319999997,14.433333333333326,-3720.954468333334,-669.7718043000001,Over,12.528935185185203,2.231503587962966,-575.2879847620785,2.570692133333332,-662.0890854125802
12831,10995.05,-3.91,-2094.47,89.04,176.14,,5497.525,20.833333333333332,73.78472222222231,0.0017638888888888888,0.04547500920868937,0.04547500920868937,1.6042572693065415e-07,0.042,800,5.25e-05,1.0735509404153488e-15,1.0877754903758663,7696.534999999999,530.6576165659999,2199.0099999999993,952.1713299999997,14.43333333333333,-3706.5211350000004,-667.1738043,Over,12.528935185185205,2.2315035879629663,-573.0564811741156,2.5706921333333326,-659.5183932792469
12926,10996.15,1.52,-2189.31,89.63,177.3,,5498.075,20.833333333333332,74.65277777777787,0.0017638888888888888,0.04547046011558591,0.04547046011558591,1.6040967874109476e-07,0.042,800,5.25e-05,1.0734435477338688e-15,1.0876666747413568,7697.304999999999,530.7107062179999,2199.2299999999996,952.2665899999998,14.433333333333332,-3692.087801666667,-664.5758043000001,Over,12.528935185185206,2.2315035879629668,-570.8249775861526,2.570692133333333,-656.9477011459136
13021,10996.97,4.96,-2284.24,89.38,178.55,,5498.485,20.833333333333332,75.52083333333343,0.0017638888888888888,0.045467069565525785,0.045467069565525785,1.6039771763393818e-07,0.042,800,5.25e-05,1.0733635053486352e-15,1.0875855717945189,7697.878999999999,530.7502821403999,2199.3939999999993,952.3376019999997,14.433333333333332,-3677.6544683333336,-661.9778043,Over,12.528935185185206,2.2315035879629668,-568.5934739981897,2.570692133333333,-654.3770090125803
13115,10997.15,5.44,-2378.23,90.4,180.87,,5498.575,20.833333333333332,76.38888888888899,0.0017638888888888888,0.04546632536611759,0.04546632536611759,1.6039509226380372e-07,0.042,800,5.25e-05,1.073345936666662e-15,1.0875677703275095,7698.004999999999,530.758969538,2199.4299999999994,952.3531899999997,14.433333333333332,-3663.2211350000002,-659.3798043,Over,12.528935185185206,2.2315035879629668,-566.3619704102267,2.570692133333333,-651.806316879247
13210,10996.46,3.46,-2473.21,90.43,181.51,,5498.23,20.833333333333332,77.25694444444454,0.0017638888888888888,0.04546917826282276,0.04546917826282276,1.6040515664940253e-07,0.042,800,5.25e-05,1.0734132864043318e-15,1.0876360124492035,7697.521999999999,530.7256678471999,2199.2919999999995,952.2934359999997,14.433333333333328,-3648.787801666667,-656.7818043,Over,12.528935185185203,2.231503587962966,-564.1304668222638,2.570692133333332,-649.2356247459137
13304,10997.24,-0.03,-2567.14,88.62,182.75,,5498.62,20.833333333333332,78.1250000000001,0.0017638888888888888,0.04546595327554914,0.04546595327554914,1.6039377961096502e-07,0.042,800,5.25e-05,1.0733371525413447e-15,1.0875588698125318,7698.067999999999,530.7633132368,2199.4479999999994,952.3609839999997,14.43333333333333,-3634.3544683333334,-654.1838043,Over,12.528935185185205,2.2315035879629663,-561.8989632343008,2.5706921333333326,-646.6649326125804
13399,10999.43,-4.32,-2662.01,88.74,182.43,,5499.715,20.833333333333332,78.99305555555566,0.0017638888888888888,0.045456900948503694,0.045456900948503694,1.6036184501277695e-07,0.042,800,5.25e-05,1.073123449798197e-15,1.0873423355080374,7699.601,530.8690099076,2199.8859999999995,952.5506379999998,14.433333333333332,-3619.921135,-651.5858043,Over,12.528935185185206,2.2315035879629668,-559.6674596463379,2.570692133333333,-644.0942404792471
13494,11001.98,-7.13,-2756.93,88.18,180.96,,5500.99,20.833333333333332,79.86111111111121,0.0017638888888888888,0.04544636510882587,0.04544636510882587,1.6032467691169122e-07,0.042,800,5.25e-05,1.072874725041654e-15,1.08709031514847,7701.3859999999995,530.9920813736,2200.3959999999997,952.7714679999999,14.433333333333334,-3605.4878016666667,-648.9878043,Over,12.528935185185208,2.2315035879629668,-557.4359560583749,2.570692133333333,-641.5235483459138
